Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Unit Price Total Measure,Unit Price Total Measure Unit,Unit Price Base Measure,Unit Price Base Measure Unit,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,EComposer product countdown end at (product.metafields.ecomposer.countdown),EComposer product countdown start at (product.metafields.ecomposer.countdown_from),Accessory size (product.metafields.shopify.accessory-size),Color (product.metafields.shopify.color-pattern),Material (product.metafields.shopify.material),Plant class (product.metafields.shopify.plant-class),Shape (product.metafields.shopify.shape),Suitable space (product.metafields.shopify.suitable-space),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Status
premium-platinum-foil-lid-base-gift-box,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0727/3614/5573/files/PremiumPlatinumFoilLid_BaseGiftBoxXLBP-00004_6.png?v=1762323626,5,"",,,,,,,,,,,,,,,,
premium-platinum-foil-lid-base-gift-box,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0727/3614/5573/files/PremiumPlatinumFoilLid_BaseGiftBoxXLBP-00004_7.png?v=1762323626,6,"",,,,,,,,,,,,,,,,
premium-platinum-foil-lid-base-gift-box,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0727/3614/5573/files/PremiumPlatinumFoilLid_BaseGiftBoxXLBP-00004_5.png?v=1762323626,7,"",,,,,,,,,,,,,,,,
premium-rose-gold-foil-lid-base-gift-box-custom-packaging,Premium Rose Gold Foil Lid & Base Gift Box Custom Packaging,"<p><span>This elegant lid and base gift box features sophisticated heaven earth construction with premium materials. Measuring 173x88x30mm, it's perfect for jewelry, cosmetics, or luxury accessories. Professional packaging solution for brands seeking premium presentation.</span></p>",𝑿𝑨𝑪𝑻𝒁,Arts & Entertainment > Party & Celebration > Gift Giving > Gift Wrapping > Gift Boxes & Tins,Lid & Base Gift Box,"box, branded boxes, cosmetic box, cosmetic gift box, Cosmetic packaging, cosmetic packaging box, cosmetic packaging boxes, custom packaging, gift box, Gift packaging, gift packaging box, jewelry gift boxes, lid and base boxes, lid and base gift boxes, luxury gift boxes, luxury retail boxes, Packaging, packaging box, perfume box, perfume gift box, Perfume packaging, perfume packaging box, premium gift packaging, rose gold foil boxes",true,Title,Default Title,,,,,,,,XLBP-00003,0.0,,0,deny,manual,0.10,,true,true,,,,,XLBP-00003,https://cdn.shopify.com/s/files/1/0727/3614/5573/files/PremiumRoseGoldFoilLid_BaseGiftBoxCustomPackagingXLBP-00003_1.png?v=1762321918,1,"",false,,"Premium rose gold foil lid & base gift boxes 173x88x30mm. Custom heaven earth boxes with lotus textured paper. Professional packaging starting at $0.12/piece, minimum 500 pieces.",,,,white; rose-gold,cardboard; paper,,rectangular,,,lb,,,active
premium-rose-gold-foil-lid-base-gift-box-custom-packaging,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0727/3614/5573/files/PremiumRoseGoldFoilLid_BaseGiftBoxCustomPackagingXLBP-00003_2.png?v=1762321918,2,"",,,,,,,,,,,,,,,,
premium-rose-gold-foil-lid-base-gift-box-custom-packaging,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0727/3614/5573/files/PremiumRoseGoldFoilLid_BaseGiftBoxCustomPackagingXLBP-00003_4.png?v=1762322172,3,"",,,,,,,,,,,,,,,,
premium-rose-gold-foil-lid-base-gift-box-custom-packaging,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0727/3614/5573/files/PremiumRoseGoldFoilLid_BaseGiftBoxCustomPackagingXLBP-00003_3.png?v=1762322172,4,"",,,,,,,,,,,,,,,,
premium-rose-gold-foil-lid-base-gift-box-custom-packaging,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0727/3614/5573/files/PremiumRoseGoldFoilLid_BaseGiftBoxCustomPackagingXLBP-00003_6.png?v=1762322172,5,"",,,,,,,,,,,,,,,,
premium-rose-gold-foil-lid-base-gift-box-custom-packaging,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0727/3614/5573/files/PremiumRoseGoldFoilLid_BaseGiftBoxCustomPackagingXLBP-00003_7.png?v=1762322172,6,"",,,,,,,,,,,,,,,,
premium-rose-gold-foil-lid-base-gift-box-custom-packaging,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0727/3614/5573/files/PremiumRoseGoldFoilLid_BaseGiftBoxCustomPackagingXLBP-00003_5.png?v=1762322172,7,"",,,,,,,,,,,,,,,,
premium-rose-gold-foil-luxury-lid-base-gift-box-1,Premium Rose Gold Foil Luxury Lid & Base Gift Box,"<p><span>This elegant lid and base gift box combines sophisticated design with premium materials. Measuring 173x88x30mm, it's perfect for jewelry, cosmetics, or luxury accessories. Professional packaging solution for brands demanding excellence.</span></p>",𝑿𝑨𝑪𝑻𝒁,Arts & Entertainment > Party & Celebration > Gift Giving > Gift Wrapping > Gift Boxes & Tins,Lid & Base Gift Box,"box, branded boxes, Cosmetic packaging, cosmetic packaging boxes, custom packaging, gift box, Gift packaging, gift packaging box, jewelry gift boxes, lid and base boxes, luxury gift boxes, luxury retail boxes, Packaging, packaging box, Perfume packaging, premium gift packaging, rose gold foil boxes",true,Title,Default Title,,,,,,,,XLBP-00002,0.0,,0,deny,manual,0.10,,true,true,,,,,XLBP-00002,https://cdn.shopify.com/s/files/1/0727/3614/5573/files/PremiumRoseGoldFoilLuxuryLid_BaseGiftBoxXLBP-00002_6.png?v=1762316990,1,"",false,,"Premium rose gold foil luxury gift boxes 173x88x30mm. Custom lid and base boxes with FSC certification. Professional packaging starting at $0.12/piece, minimum 500 pieces.",,,,,,,,,,lb,,,active
premium-rose-gold-foil-luxury-lid-base-gift-box-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0727/3614/5573/files/PremiumRoseGoldFoilLuxuryLid_BaseGiftBoxXLBP-00002_7.png?v=1762316990,2,"",,,,,,,,,,,,,,,,
premium-rose-gold-foil-luxury-lid-base-gift-box-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0727/3614/5573/files/PremiumRoseGoldFoilLuxuryLid_BaseGiftBoxXLBP-00002_2.png?v=1762321151,3,"",,,,,,,,,,,,,,,,
premium-rose-gold-foil-luxury-lid-base-gift-box-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0727/3614/5573/files/PremiumRoseGoldFoilLuxuryLid_BaseGiftBoxXLBP-00002_1.png?v=1762321151,4,"",,,,,,,,,,,,,,,,
premium-rose-gold-foil-luxury-lid-base-gift-box-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0727/3614/5573/files/PremiumRoseGoldFoilLuxuryLid_BaseGiftBoxXLBP-00002_4.png?v=1762316990,5,"",,,,,,,,,,,,,,,,
premium-rose-gold-foil-luxury-lid-base-gift-box-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0727/3614/5573/files/PremiumRoseGoldFoilLuxuryLid_BaseGiftBoxXLBP-00002_5.png?v=1762316990,6,"",,,,,,,,,,,,,,,,
premium-rose-gold-foil-luxury-lid-base-gift-box-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0727/3614/5573/files/PremiumRoseGoldFoilLuxuryLid_BaseGiftBoxXLBP-00002_3.png?v=1762316990,7,"",,,,,,,,,,,,,,,,
premium-white-custom-lid-base-gift-box,Premium White Custom Lid & Base Gift Box,"<p><span>This Lid &amp; Base gift box measures 155mm x 62mm x 22mm and holds up to 2.5kg. The box comes in off-white color with a lotus texture finish.  The box uses two layers - a textured white paper on the outside and thick black cardboard underneath. This makes it strong enough for heavier items while looking good.</span></p>
<p>Available with custom printing. Minimum orders apply. Get samples before placing large orders. Lead time depends on printing requirements.</p>
<p>Contact us for pricing on custom quantities and printing options.</p>",𝑿𝑨𝑪𝑻𝒁,Arts & Entertainment > Party & Celebration > Gift Giving > Gift Wrapping > Gift Boxes & Tins,"","",true,Title,Default Title,,,,,,,,XLBP-00001,0.0,,0,deny,manual,0.10,,true,true,,,,,XLBP-00001,https://cdn.shopify.com/s/files/1/0727/3614/5573/files/CustomlidandbaseboxeswithpremiumprintingandfinishesXLBP0001_1.png?v=1761902754,1,"",false,,"Custom lid and base boxes with premium printing and finishes. FSC certified, any size, minimum 500 pieces. Professional packaging solutions. ",,,customizable,white; black,cardboard; paper,,rectangular,,,lb,,,active
premium-white-custom-lid-base-gift-box,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0727/3614/5573/files/CustomlidandbaseboxeswithpremiumprintingandfinishesXLBP0001_2.png?v=1761902754,2,"",,,,,,,,,,,,,,,,
premium-white-custom-lid-base-gift-box,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0727/3614/5573/files/CustomlidandbaseboxeswithpremiumprintingandfinishesXLBP0001_4.png?v=1761902754,3,"",,,,,,,,,,,,,,,,
premium-white-custom-lid-base-gift-box,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0727/3614/5573/files/CustomlidandbaseboxeswithpremiumprintingandfinishesXLBP0001_3.png?v=1761902754,4,"",,,,,,,,,,,,,,,,
premium-white-custom-lid-base-gift-box,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0727/3614/5573/files/CustomlidandbaseboxeswithpremiumprintingandfinishesXLBP0001_6.png?v=1761902754,5,"",,,,,,,,,,,,,,,,
premium-white-custom-lid-base-gift-box,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0727/3614/5573/files/CustomlidandbaseboxeswithpremiumprintingandfinishesXLBP0001_7.png?v=1761902754,6,"",,,,,,,,,,,,,,,,
premium-white-custom-lid-base-gift-box,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0727/3614/5573/files/Custom_lid_and_base_boxes_with_premium_printing_and_finishes_XLBP0001.png?v=1761902848,7,"",,,,,,,,,,,,,,,,
test,TEST,<p>ItS JUST A TEST PRODUCT FOR PRODUCT PAGE LAYOUT</p>,𝑿𝑨𝑪𝑻𝒁,"Electronics > Print, Copy, Scan & Fax > Printers, Copiers & Fax Machines","","",false,Title,Default Title,,,,,,,,,0.0,shopify,1,continue,manual,0.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0727/3614/5573/files/01.png?v=1761105842,1,"",false,,,,,,black; white,,,,,,lb,,,draft
test,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0727/3614/5573/files/02.png?v=1761105842,2,"",,,,,,,,,,,,,,,,
test,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0727/3614/5573/files/03.png?v=1761105842,3,"",,,,,,,,,,,,,,,,
test,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0727/3614/5573/files/04.png?v=1761105842,4,"",,,,,,,,,,,,,,,,
test,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0727/3614/5573/files/05.png?v=1761105843,5,"",,,,,,,,,,,,,,,,
test,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0727/3614/5573/files/06.png?v=1761105842,6,"",,,,,,,,,,,,,,,,
living-terrarium-moss,Living Terrarium Moss,"<div class=""content-block product-rte rte content-slide"" data-content-slide="""">
<div class=""content-slide-content visible"" data-height="""" data-max-height=""222"" data-revealer-visible=""true"">
<div class=""content-slide-space"">
<p>Each container contains two layers of fresh moss, usually including multiple pieces of different varieties of moss- enough to make 1-2 medium/large or 2-3 medium/small terrariums.  Each container is sealed, keeping the moisture</p>
<p><strong>Dimensions:</strong><span> </span>7"" x 7"" x 2"" high</p>
<p><small><em>This is a demo shop for the Shopify Bespoke theme. To purchase this product, please visit <a rel=""noopener noreferrer"" href=""https://luluandangel.com.au/"" target=""_blank"">Lulu &amp; Angel</a>.</em></small></p>
</div>
</div>
</div>",𝑿𝑨𝑪𝑻𝒁,Home & Garden > Plants > Indoor & Outdoor Plants,"","",false,Title,Default Title,,,,,,,,,0.0,shopify,0,deny,manual,45.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0727/3614/5573/files/IMG_4853.webp?v=1758159205,1,"",false,,,,,,green,,bryophyta,,indoors,,lb,,,draft
living-terrarium-moss,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0727/3614/5573/files/IMG_4847.webp?v=1758159205,2,"",,,,,,,,,,,,,,,,
living-terrarium-moss,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0727/3614/5573/files/IMG_4849.webp?v=1758159205,3,"",,,,,,,,,,,,,,,,
